Date,Price,Change,% Change,Open,High,Low,VWAP,Short Interest % of Total,Short Interest,Volume % of 30-Day Average,Volume % of 90-Day Average,Volume 90-Day MAVG,Volume 30-Day MAVG,CVol
20/03/2008,216.98483,0.77575,0.358796217,213.86682,218.06088,208.95207,213.27109,2.055401921,9722916.411,124.7874513,135.9026096,14421291.09,16017440.17,19798055
24/03/2008,230.5029,13.51807,6.229960869,219.42719,233.11543,219.07185,227.68599,2.055401921,9722916.411,84.27615686,93.60384526,14318497.83,15939357.13,13498883
25/03/2008,225.60817,-4.89473,-2.123500398,228.9514,228.9564,223.21587,226.55978,2.055401921,9722916.411,73.10043249,81.37542876,14220908.71,15872946.53,11651739
26/03/2008,229.31676,3.70859,1.643819016,226.51405,231.65903,224.86246,228.98228,2.043138781,9722916.411,65.16590337,72.73620283,14148787.61,15829762,10343749
27/03/2008,222.25493,-7.06183,-3.079508885,223.21587,224.52211,220.45819,222.41833,2.043138781,9722916.411,73.61514342,82.36113457,14099248.01,15774610.47,11653102
28/03/2008,219.25201,-3.00292,-1.351115136,223.94656,227.00403,217.3652,222.61346,2.043138781,9722916.411,55.4172036,62.00222875,14041784.83,15629853.73,8741848
31/03/2008,220.44818,1.19617,0.545568545,218.03085,221.55927,216.2141,219.21735,2.187569465,10410235.1,56.74750482,63.16541742,13939693.52,15494173.47,8869552
1/04/2008,233.0804,12.63222,5.730244632,224.0867,233.47578,223.65128,229.08188,2.187569465,10410235.1,78.56330656,87.32426567,13952238.84,15553401.53,12172735
2/04/2008,233.0754,-0.005,-0.002145183,235.17743,238.10025,230.41783,234.0593,2.187569465,10410235.1,77.05468784,85.89750461,13868597.54,15529979.33,11984625
3/04/2008,227.78027,-5.29513,-2.2718528,231.08847,231.86923,224.28189,228.30943,2.187569465,10410235.1,87.20933692,97.65653637,13863372.44,15537759.33,13543592
4/04/2008,235.773,7.99273,3.508965021,228.7262,239.14626,228.3208,234.13937,2.187569465,10410235.1,75.80295683,84.9582672,13933433,15552537.63,11778081
7/04/2008,238.64078,2.86778,1.216330962,238.74588,242.95496,236.99419,239.71007,2.187569465,10410235.1,76.32625157,85.19557958,13914644.6,15580903.23,11870669
8/04/2008,234.13141,-4.50937,-1.889605792,236.74895,237.29948,231.2286,234.09167,2.187569465,10410235.1,58.1257894,65.08626889,13817605.26,15327298.13,9056523
9/04/2008,232.31967,-1.81174,-0.773813304,234.79205,236.22844,228.99146,231.84871,2.187569465,10410235.1,78.84216054,87.45634844,13776446.06,14179380.37,12084373
10/04/2008,234.76703,2.44736,1.053445023,232.70503,237.16135,231.14853,234.78024,2.187569465,10410235.1,71.49519047,73.58628603,13751360.76,13843204.73,10137575
11/04/2008,228.94641,-5.82062,-2.479317475,232.25961,233.85616,227.72522,230.71622,2.187569465,10410235.1,60.18302958,60.58498608,13668712.39,13682342.87,8331260
14/04/2008,226.0486,-2.89781,-1.265715413,228.80127,228.94641,225.29286,226.7202,2.187569465,10410235.1,56.11301204,56.16896809,13658100.2,13312533.26,7677574.7
15/04/2008,223.63626,-2.41234,-1.067177589,229.28673,230.0825,222.07475,225.52544,2.059770109,9802061.8,68.83837075,67.09667426,13665975.73,13115130.59,9164131
16/04/2008,227.73523,4.09897,1.832873614,222.41508,229.3618,220.71344,225.67749,2.059770109,9802061.8,116.2516217,111.5657769,13742021.32,12716235.72,15246552
17/04/2008,224.98758,-2.74765,-1.206510736,228.03552,229.90733,223.4761,226.66585,2.059770109,9802061.8,210.6940024,194.9665582,13930751.22,13114163.36,26792346
18/04/2008,269.96606,44.97848,19.99153909,267.86404,274.11508,262.639,268.19693,2.059770109,9802061.8,277.8994207,261.6096105,14250393.03,13831523.36,36444184
21/04/2008,269.15527,-0.81079,-0.300330345,269.95605,271.55762,265.40164,268.64594,2.059770109,9802061.8,107.5357762,104.3749177,14330073.76,13789720.39,14873836
22/04/2008,277.76862,8.61335,3.200141688,269.0452,280.68637,269.04016,276.8466,2.059770109,9802061.8,115.0723695,110.7332612,14370264.46,13786869.62,15868158
23/04/2008,273.5095,-4.25912,-1.533333751,279.24005,279.9257,270.73682,274.7193,2.059770109,9802061.8,71.34775528,68.45122459,14342883.69,13526904.22,9836622
24/04/2008,271.7828,-1.7267,-0.631312624,275.9118,277.51337,270.27136,274.20337,2.059770109,9802061.8,61.13298995,57.65507953,14319762.16,13359537.49,8269401
25/04/2008,272.2933,0.5105,0.187833814,274.77573,276.76764,271.62766,273.8393,2.059770109,9802061.8,62.30822741,58.13009257,14330734.88,13122926.49,8324091
28/04/2008,276.3272,4.0339,1.481454006,273.2042,278.6745,269.76086,276.31125,2.059770109,9802061.8,61.05630483,55.91041959,14297974.74,12952158.19,8012374
29/04/2008,279.50528,3.17808,1.150114791,275.6816,281.9727,275.2712,278.94998,2.059770109,9802061.8,67.0503392,60.73913373,14235388.6,12716859.42,8684466
30/04/2008,287.42294,7.91766,2.832740763,281.3771,292.71307,279.50528,288.26126,2.422742516,11529379.79,124.1956168,110.947319,14312743.32,12761622.36,15793782
1/05/2008,296.82706,9.40412,3.271875237,289.4349,297.75293,288.76523,293.16837,2.422742516,11529379.79,103.4266462,92.21794664,14361279.32,12790093.22,13198918
2/05/2008,290.92633,-5.90073,-1.987935332,299.53467,301.51657,289.93036,294.78418,2.422742516,11529379.79,109.3578972,97.39367006,14397428.98,12596390.62,13986977
5/05/2008,297.73795,6.81162,2.341355628,299.71985,299.78992,293.84918,296.62497,2.422742516,11529379.79,99.74627158,87.26856732,14500883.41,12565242.19,12564430
6/05/2008,293.46378,-4.27417,-1.435547602,295.78604,296.28653,291.78217,294.3253,2.422742516,11529379.79,73.65932833,63.82695961,14547654.3,12485366.66,9255473
7/05/2008,289.78024,-3.68354,-1.255194082,295.4207,300.03516,288.494,295.1766,2.422742516,11529379.79,105.8439721,90.83944207,14629165.84,12581075.29,13215008
8/05/2008,291.78717,2.00693,0.692569652,293.38373,294.9352,289.73517,292.62003,2.422742516,11529379.79,81.36755217,69.9760541,14686678.54,12533868.99,10236913
9/05/2008,286.87744,-4.90973,-1.68264081,289.78024,292.78314,285.92648,287.97403,2.422742516,11529379.79,71.50051598,61.01979406,14733867.42,12541200.09,8961781
12/05/2008,292.7531,5.87566,2.048142928,287.65317,293.65897,284.73035,290.12613,2.422742516,11529379.79,77.51562793,65.97989329,14746330.42,12569594.69,9721390
13/05/2008,291.78217,-0.97093,-0.3316549,293.3987,294.25958,289.555,292.09277,2.418579032,11529379.79,82.1055273,69.98576396,14788801.86,12507847.92,10320332
14/05/2008,288.42892,-3.35325,-1.149230606,293.52884,295.88113,287.9034,292.89792,2.418579032,11529379.79,69.95347284,59.16418437,14767083.26,12400016.22,8749674
15/05/2008,290.7812,2.35228,0.815549287,289.78024,291.75714,288.0836,290.1592,2.253579304,10742825.16,69.99534391,58.77554724,14721369.2,12237877.62,8679434
16/05/2008,290.3158,-0.4654,-0.160051613,290.9964,292.623,289.4399,290.6764,2.253579304,10742825.16,69.8019482,58.02637571,14698000.46,12130017.49,8542277
19/05/2008,289.03952,-1.27628,-0.439617823,289.555,294.725,287.0376,291.13806,2.253579304,10742825.16,92.32283473,76.19251359,14672813.73,12107621.06,11198776
20/05/2008,289.58002,0.5405,0.18699865,287.5931,291.5219,286.73227,289.42007,2.253579304,10742825.16,54.68868301,45.12766687,14605768.31,12026453.57,6621498.5
21/05/2008,275.26117,-14.31885,-4.944695425,289.54,290.9864,274.21017,281.53033,2.253579304,10742825.16,107.4953137,88.51211195,14638965,12054570.27,12927874
22/05/2008,274.99594,-0.26523,-0.096355763,276.24216,277.37323,270.38647,273.9921,2.253579304,10742825.16,84.15631391,69.29917517,14652982.48,12054807.17,10144682
23/05/2008,272.57358,-2.42236,-0.880871187,273.74472,276.76764,269.16528,273.3298,2.253579304,10742825.16,73.51480511,60.47961916,14627945.45,12072500.77,8862068
27/05/2008,280.7215,8.14792,2.989255232,272.74377,281.57227,272.1882,278.07748,2.253579304,10742825.16,64.01893978,52.83508219,14479388.24,12074204.52,7728687
28/05/2008,284.39502,3.67352,1.308599448,284.24487,286.02158,280.82156,283.7172,2.253579304,10742825.16,67.07235238,55.93090584,14387382.58,12038681.92,8098453
29/05/2008,291.78217,7.38715,2.597496257,287.6732,293.22357,286.87744,291.01147,2.253579304,10742825.16,80.44453759,67.31218793,14306036.48,11853278.92,9684462
30/05/2008,293.1835,1.40133,0.480265809,292.01736,295.2455,290.93134,293.54028,2.438496377,11624325.89,54.40297191,45.0756295,14167165.07,11175151.92,6448536
2/06/2008,287.7783,-5.4052,-1.843623533,291.53192,292.2276,285.91153,288.30576,2.438496377,11624325.89,65.70146925,51.82574611,13872560.95,10205087.08,7342239
3/06/2008,283.92456,-3.85374,-1.339135022,288.52902,290.5309,280.57632,285.91785,2.438496377,11624325.89,84.89250439,62.44956525,13760234.17,9998071.017,8663354
4/06/2008,286.38693,2.46237,0.867262064,282.93863,289.27975,282.54822,286.5277,2.438496377,11624325.89,67.22678794,48.84642163,13680614.11,9693178.483,6721382
5/06/2008,293.43375,7.04682,2.460594134,288.8193,294.3046,288.38388,291.7558,2.438496377,11624325.89,80.83471911,57.27413649,13638803.83,9626472.87,7835453.6
6/06/2008,283.7744,-9.65935,-3.291833335,290.15558,290.64105,283.7744,286.5548,2.438496377,11624325.89,98.28231095,69.36913323,13604573.72,9666196.837,9461120
9/06/2008,279.205,-4.5694,-1.610222769,284.30493,285.27588,272.964,277.92557,2.438496377,11624325.89,109.3168097,77.67077615,13545947.79,9740953.07,10566778
10/06/2008,277.3532,-1.8518,-0.663240271,275.046,279.68048,273.65466,276.83496,2.438496377,11624325.89,75.03418759,53.95742782,13303657.85,9717508.77,7309045
11/06/2008,272.8639,-4.4893,-1.618622031,278.38922,278.93976,272.49353,275.53705,2.438496377,11624325.89,78.40181862,57.26773557,12997805,9681983.357,7618703.6
12/06/2008,276.7426,3.8787,1.421477887,274.6456,279.27008,273.70468,276.28824,2.438496377,11624325.89,113.4325747,84.49521282,12827737.09,9521608.057,10982523
13/06/2008,286.03162,9.28902,3.356555875,281.01675,288.12863,280.93967,285.04068,2.523655296,12030278.93,129.783582,96.33409159,12716358.29,9493560.257,12357484
16/06/2008,286.68222,0.6506,0.22745737,283.52417,289.83026,283.52417,287.12225,2.523655296,12030278.93,74.59032343,55.6863619,12625733.69,9263370.267,7081277.3
17/06/2008,285.0056,-1.67662,-0.584835711,288.45395,289.3148,284.4651,287.0693,2.523655296,12030278.93,74.70690257,54.81168202,12526611.5,9075235.167,6920377
18/06/2008,281.4622,-3.5434,-1.243273816,282.52823,284.7704,279.85062,281.70474,2.523655296,12030278.93,74.59497055,54.04230028,12450229.41,8992375.033,6769669
19/06/2008,280.37112,-1.09108,-0.38764708,277.9438,282.16287,275.6716,278.62183,2.523655296,12030278.93,126.2805205,91.2081025,12447077.55,8930395.367,11355618
20/06/2008,273.47946,-6.89166,-2.458049174,278.75955,278.75955,272.51855,275.2173,2.523655296,12030278.93,133.8912725,96.06287058,12432070.57,8987732.267,11957020
23/06/2008,272.8689,-0.61056,-0.223256255,272.94394,276.84274,271.27234,273.916,2.523655296,12030278.93,80.85271996,58.45225827,12367429.2,8931233.767,7266826
24/06/2008,271.41248,-1.45642,-0.533743494,272.83386,275.8618,267.80896,272.30875,2.523655296,12030278.93,104.5336316,75.48976308,12327386.79,8918392.2,9336143
25/06/2008,275.7667,4.35422,1.604281424,272.74875,279.16992,272.0981,276.01086,2.523655296,12030278.93,92.44328815,66.8791784,12303481.92,8849196.3,8244455
26/06/2008,264.66595,-11.10075,-4.025413511,272.31332,272.72873,264.38568,266.8357,2.523655296,12030278.93,127.8038662,91.92206787,12288174.41,8934527.667,11309615
27/06/2008,264.2906,-0.37535,-0.141820283,264.0954,265.2565,257.7943,261.87927,2.523655296,12030278.93,121.8230488,88.57551691,12261220.21,9008023.667,10884314
