Date,Price,Change,% Change,Open,High,Low,VWAP,Short Interest % of Total,Short Interest,Volume % of 30-Day Average,Volume % of 90-Day Average,Volume 90-Day MAVG,Volume 30-Day MAVG,CVol
12/08/1997,2.2,-0.1302083,-5.592839732,2.28,2.3,2.2,,5.440274382,15575940,13.45380202,10.18585431,5526542,4173120,571200
13/08/1997,2.2,0,0,2.23,2.23,2.17,,5.440274382,15575940,14.14768806,10.68299141,5448190,4149720,590400
14/08/1997,2.16,-0.0416667,-1.895736085,2.18,2.25,2.12,,5.440274382,15575940,25.10048871,19.11827431,5379338,4055040,1041600
15/08/1997,2.11,-0.0416667,-1.932368696,2.14,2.16,1.94,,7.20961518,20641704,39.38802083,29.69138858,5321151,3689040,1597200
18/08/1997,2.04,-0.0729166,-3.448272764,2.05,2.05,1.97,,7.20961518,20641704,48.37030772,33.53409962,5267564,3480080,1784400
19/08/1997,2.17,0.125,6.12244888,2.09,2.21,2.05,,7.20961518,20641704,28.82692352,19.04485772,5203916,2996280,1003200
20/08/1997,2.17,0,0,2.19,2.19,2.07,,7.20961518,20641704,33.20116945,19.1163716,5142018,2754040,994800
21/08/1997,2.11,-0.0520834,-2.403849194,2.14,2.17,2.07,,7.20961518,20641704,22.65762298,12.13531424,5076539,2473120,624000
22/08/1997,2.13,0.0104167,0.492612422,2.1,2.13,2.09,,7.20961518,20641704,28.82189299,14.04106187,5014200,2145840,712800
25/08/1997,2.22,0.09375,4.411764706,2.1,2.26,2.1,,7.20961518,20641704,52.51090482,22.47217901,4959448,2029920,1126800
26/08/1997,2.34,0.125,5.633802817,2.24,2.35,2.23,,7.20961518,20641704,128.5764956,52.62682579,4926817,1808120,2610000
27/08/1997,2.32,-0.0260417,-1.111112533,2.31,2.32,2.25,,7.20961518,20641704,76.98604075,28.25353761,4878395,1753720,1392000
28/08/1997,2.38,0.0572917,2.471911586,2.3,2.4,2.28,,7.20961518,20641704,65.41523162,23.51593327,4827973,1686320,1147200
29/08/1997,2.34,-0.0364583,-1.535086316,2.36,2.38,2.32,,7.20961518,20641704,42.83884435,14.96280124,4773232,1684400,722400
2/09/1997,2.35,0.015625,0.668151438,2.34,2.38,2.33,,7.20961518,20641704,43.45761102,15.33552109,4720058,1689640,732000
3/09/1997,2.33,-0.0208334,-0.884958572,2.34,2.42,2.31,,7.20961518,20641704,116.2614521,41.61813359,4684270,1703000,1964400
4/09/1997,2.55,0.21875,9.375000134,2.36,2.55,2.34,,7.20961518,20641704,196.5942454,71.47324785,4667138,1705960,3348000
5/09/1997,2.5,-0.0520833,-2.040815047,2.58,2.67,2.46,,7.20961518,20641704,111.8431851,40.8815812,4632213,1729000,1908000
8/09/1997,3,0.5,20,2.53,3.02,2.5,,7.20961518,20641704,326.6859456,121.937407,4644915,1896600,5648400
9/09/1997,3.24,0.2395833,7.98611,3.14,3.39,3.03,,7.20961518,20641704,473.0148687,193.1402405,4698326,2109840,8971200
10/09/1997,3.3,0.0625,1.92926047,3.31,3.33,3.13,,7.20961518,20641704,183.2556023,82.29314145,4688180,2078240,3866400
11/09/1997,3.16,-0.1458333,-4.416402821,3.33,3.33,3.04,,7.20961518,20641704,205.0966202,90.91800137,4683051,2136400,4262400
